1, 123456703
2, 123457602
3, 123465702
4, 123467500
5, 123475600
6, 123476518
7, 123546702
8, 123547601
9, 123564700
10, 123567408
11, 123574609
12, 123576407
13, 123645700
14, 123647509
15, 123654718
16, 123657407
17, 123674506
18, 123675405
19, 123745608
20, 123746507
21, 123754607
22, 123756405
23, 123764505
24, 123765404
25, 124356702
26, 124357601
27, 124365701
28, 124367518
29, 124375618
30, 124376509
31, 124536700
32, 124537618
33, 124563708
34, 124567304
35, 124573606
36, 124576303
37, 124635709
38, 124637507
39, 124653707
40, 124657303
41, 124673503
42, 124675301
43, 124735606
44, 124736505
45, 124753604
46, 124756301
47, 124763502
48, 124765300
49, 125346700
50, 125347618
51, 125364709
52, 125367406
53, 125374607
54, 125376405
55, 125436718
56, 125437609
57, 125463707
58, 125467303
59, 125473605
60, 125476302
61, 125634706
62, 125637403
63, 125643705
64, 125647301
65, 125673418
66, 125674309
67, 125734603
68, 125736401
69, 125743602
70, 125746318
71, 125763409
72, 125764308
73, 126345708
74, 126347506
75, 126354707
76, 126357404
77, 126374503
78, 126375402
79, 126435707
80, 126437505
81, 126453705
82, 126457301
83, 126473501
84, 126475318
85, 126534705
86, 126537402
87, 126543704
88, 126547300
89, 126573409
90, 126574308
91, 126734518
92, 126735409
93, 126743509
94, 126745307
95, 126753407
96, 126754306
97, 127345604
98, 127346503
99, 127354603
100, 127356401
101, 127364501
102, 127365400
103, 127435603
104, 127436502
105, 127453601
106, 127456309
107, 127463518
108, 127465308
109, 127534601
110, 127536418
111, 127543600
112, 127546308
113, 127563407
114, 127564306
115, 127634509
116, 127635408
117, 127643508
118, 127645306
119, 127653406
120, 127654305
121, 132456702
122, 132457601
123, 132465701
124, 132467518
125, 132475618
126, 132476509
127, 132546701
128, 132547600
129, 132564718
130, 132567407
131, 132574608
132, 132576406
133, 132645718
134, 132647508
135, 132654709
136, 132657406
137, 132674505
138, 132675404
139, 132745607
140, 132746506
141, 132754606
142, 132756404
143, 132764504
144, 132765403
145, 134256700
146, 134257618
147, 134265718
148, 134267508
149, 134275608
150, 134276507
151, 134526708
152, 134527607
153, 134562704
154, 134567218
155, 134572602
156, 134576209
157, 134625706
158, 134627504
159, 134652703
160, 134657209
161, 134672518
162, 134675207
163, 134725603
164, 134726502
165, 134752600
166, 134756207
167, 134762509
168, 134765206
169, 135246709
170, 135247608
171, 135264707
172, 135267404
173, 135274605
174, 135276403
175, 135426707
176, 135427606
177, 135462703
178, 135467209
179, 135472601
180, 135476208
181, 135624703
182, 135627400
183, 135642701
184, 135647207
185, 135672406
186, 135674204
187, 135724600
188, 135726409
189, 135742609
190, 135746205
191, 135762405
192, 135764203
193, 136245706
194, 136247504
195, 136254705
196, 136257402
197, 136274501
198, 136275400
199, 136425704
200, 136427502
201, 136452701
202, 136457207
203, 136472508
204, 136475205
205, 136524702
206, 136527418
207, 136542700
208, 136547206
209, 136572405
210, 136574203
211, 136724507
212, 136725406
213, 136742505
214, 136745202
215, 136752403
216, 136754201
217, 137245602
218, 137246501
219, 137254601
220, 137256418
221, 137264518
222, 137265409
223, 137425600
224, 137426518
225, 137452608
226, 137456204
227, 137462506
228, 137465203
229, 137524609
230, 137526407
231, 137542607
232, 137546203
233, 137562403
234, 137564201
235, 137624506
236, 137625405
237, 137642504
238, 137645201
239, 137652402
240, 137654200
241, 142356700
242, 142357618
243, 142365718
244, 142367508
245, 142375608
246, 142376507
247, 142536709
248, 142537608
249, 142563706
250, 142567302
251, 142573604
252, 142576301
253, 142635707
254, 142637505
255, 142653705
256, 142657301
257, 142673501
258, 142675318
259, 142735604
260, 142736503
261, 142753602
262, 142756318
263, 142763500
264, 142765309
265, 143256718
266, 143257609
267, 143265709
268, 143267507
269, 143275607
270, 143276506
271, 143526707
272, 143527606
273, 143562703
274, 143567209
275, 143572601
276, 143576208
277, 143625705
278, 143627503
279, 143652702
280, 143657208
281, 143672509
282, 143675206
283, 143725602
284, 143726501
285, 143752618
286, 143756206
287, 143762508
288, 143765205
289, 145236706
290, 145237605
291, 145263703
292, 145267318
293, 145273601
294, 145276309
295, 145326705
296, 145327604
297, 145362701
298, 145367207
299, 145372618
300, 145376206
301, 145623718
302, 145627306
303, 145632709
304, 145637204
305, 145672301
306, 145673200
307, 145723607
308, 145726304
309, 145732606
310, 145736202
311, 145762300
312, 145763218
313, 146235703
314, 146237501
315, 146253701
316, 146257308
317, 146273508
318, 146275306
319, 146325702
320, 146327500
321, 146352718
